id,name,type,molecular_formula,description,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,logp,ring_count,rotatable_bond_count,topological_polar_surface_area,canonical_smiles,inchi,inchi_key,iupac_name,exact_mass_source,h_bond_acceptor_count_source,h_bond_donor_count_source,heavy_atom_count_source,logp_source,ring_count_source,rotatable_bond_count_source,topological_polar_surface_area_source,ref_id,pubchem_id,chembl_id,covalent_type
613,BIO-2006664,heterodimerization-nondegrader,C30H31N5O3S,"A THPP analog functioning as a molecular glue to stabilize parkin-pUb interactions. Induces Rcat domain release, as confirmed by HDX-MS. Shows moderate efficacy in mitophagy rescue assays for EOPD mutants.",541.2147609,5,1,39,4.0342,6,6,87.54,CNS(=O)(=O)N5Cc4c(c3ccc(C(=O)N2CCCc1ccccc12)cc3)cnn4C[C@H]5Cc6ccccc6,"InChI=1S/C30H31N5O3S/c1-31-39(37,38)35-21-29-27(19-32-34(29)20-26(35)18-22-8-3-2-4-9-22)23-13-15-25(16-14-23)30(36)33-17-7-11-24-10-5-6-12-28(24)33/h2-6,8-10,12-16,19,26,31H,7,11,17-18,20-21H2,1H3/t26-/m1/s1",HMWCHXOPNZHXOM-AREMUKBSSA-N,"(6R)-6-benzyl-3-[4-(3,4-dihydro-2H-quinoline-1-carbonyl)phenyl]-N-methyl-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazine-5-sulfonamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,124,,,non-covalent
614,BIO-2008218,heterodimerization-nondegrader,C31H28F2N4O2,"A THPP activator of parkin, binding allosterically to RING0 in the presence of pUb. Promotes conformational changes that relieve autoinhibition, enabling ubiquitin transfer. Evaluated in Ub-VS assays, displaying pUb-dependent activity.",526.2180326,4,0,39,5.3617,6,5,58.44,O=C(c4ccc(c2cnn3C[C@H](Cc1ccccc1)N(C(=O)C(F)F)Cc23)cc4)N6CCCc5ccccc56,"InChI=1S/C31H28F2N4O2/c32-29(33)31(39)36-20-28-26(18-34-37(28)19-25(36)17-21-7-2-1-3-8-21)22-12-14-24(15-13-22)30(38)35-16-6-10-23-9-4-5-11-27(23)35/h1-5,7-9,11-15,18,25,29H,6,10,16-17,19-20H2/t25-/m0/s1",VSHKWAOOVDJOTI-VWLOTQADSA-N,"1-[(6S)-6-benzyl-3-[4-[methoxy(3,4-dihydro-2H-quinolin-1-yl)methylidene]phenyl]-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazin-5-yl]-2,2-difluoroethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,124,,,non-covalent
615,BIO-2008219,heterodimerization-nondegrader,C31H28F2N4O2,"A THPP molecular glue that augments parkin’s E3 ligase function by stabilizing the active parkin-pUb complex. Binds at the RING0 interface, facilitating REP displacement. Shows submicromolar activation in biochemical assays.",526.2180326,4,0,39,5.3617,6,5,58.44,O=C(c4ccc(c2cnn3C[C@@H](Cc1ccccc1)N(C(=O)C(F)F)Cc23)cc4)N6CCCc5ccccc56,"InChI=1S/C31H28F2N4O2/c32-29(33)31(39)36-20-28-26(18-34-37(28)19-25(36)17-21-7-2-1-3-8-21)22-12-14-24(15-13-22)30(38)35-16-6-10-23-9-4-5-11-27(23)35/h1-5,7-9,11-15,18,25,29H,6,10,16-17,19-20H2/t25-/m1/s1",VSHKWAOOVDJOTI-RUZDIDTESA-N,"1-[(6R)-6-benzyl-3-[4-[1-(3,4-dihydro-2H-quinolin-1-yl)-1-methoxymethylidene]phenyl]-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazin-5-yl]-2,2-difluoroethanone",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,124,,,non-covalent
616,RIOK2 compound 9c,heterodimerization-degrader,C29H24F3N7O3,"Compound 9c is a molecular glue degrader derived from the RIOK2 inhibitor scaffold CQ211. It demonstrates moderate degradation activity against RIOK2, with a DC50 value in the micromolar range. The compound recruits E3 ubiquitin ligase RNF126 to induce proteasomal degradation of RIOK2, showing improved cellular activity compared to traditional inhibitors.",575.1892723,8,1,42,4.186,6,5,109.24,C=CC(=O)N6CCN(c5ccc(n4nnc3c(=O)[nH]c2ccc(c1ccc(OC)nc1)cc2c34)cc5C(F)(F)F)CC6,"InChI=1S/C29H24F3N7O3/c1-3-25(40)38-12-10-37(11-13-38)23-8-6-19(15-21(23)29(30,31)32)39-27-20-14-17(18-5-9-24(42-2)33-16-18)4-7-22(20)34-28(41)26(27)35-36-39/h3-9,14-16H,1,10-13H2,2H3,(H,34,41)",HPGCMTZBARIUGP-UHFFFAOYSA-N,"11-(6-methoxypyridin-3-yl)-6-[4-(4-prop-2-enoylpiperazin-1-yl)-3-(trifluoromethyl)phenyl]-2,4,5,7-tetrazatricyclo[6.4.1.04,13]trideca-1(13),4,8,10-tetraen-3-one",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
617,RIOK2 compound 9d,heterodimerization-degrader,C32H28F3N7O3,"Compound 9d exhibits enhanced RIOK2 degradation potency compared to 9c, with a DC50 below 1 µM. Its mechanism involves stabilizing ternary complexes with RIOK2 and RNF126, leading to ubiquitination and subsequent degradation. The structural modifications improve binding affinity and degradation efficiency in leukemia cell lines.",615.2205724,8,1,45,5.1103,7,5,109.24,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C1=C/CCC1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C32H28F3N7O3/c1-45-27-11-7-21(18-36-27)20-6-9-25-23(16-20)29-28(30(43)37-25)38-39-42(29)22-8-10-26(24(17-22)32(33,34)35)40-12-14-41(15-13-40)31(44)19-4-2-3-5-19/h4,6-11,16-18H,2-3,5,12-15H2,1H3,(H,37,43)",MHMGPHZLYZBVSC-UHFFFAOYSA-N,"16-(cyclopentene-1-carbonyl)-10-(6-methoxypyridin-3-yl)-14-(trifluoromethyl)-2,3,4,7,16-pentazatetracyclo[13.5.2.05,20.08,19]docosa-1(20),2,5(20),8(19),9,11,13,15(21)-octaen-6-one",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
618,RIOK2 compound 9e,heterodimerization-degrader,C36H28F3N7O4,"Compound 9e is a potent RIOK2 degrader with a DC50 of approximately 500 nM. It induces dose-dependent RIOK2 depletion via the ubiquitin-proteasome system (UPS) and shows superior antiproliferative effects in cancer cell lines compared to its parent inhibitor, CQ211.",679.215487,9,1,50,5.4391,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccccc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C36H28F3N7O4/c1-50-31-13-8-24(21-40-31)23-7-10-28-26(19-23)34-33(35(49)41-28)42-43-46(34)25-9-11-29(27(20-25)36(37,38)39)44-15-17-45(18-16-44)32(48)14-12-30(47)22-5-3-2-4-6-22/h2-14,19-21H,15-18H2,1H3,(H,41,49)/b14-12+",XCSUYJGQAVWCEX-WYMLVPIESA-N,"(E)-1-[14-(6-methoxypyridin-3-yl)-6-oxo-18-(trifluoromethyl)-2,3,4,7,11-pentazatetracyclo[8.8.2.02,5.012,19]icosa-1(19),3,5,10(20),12(19),13,15-heptaen-11-yl]-4-phenylbut-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
619,RIOK2 compound 9f,heterodimerization-degrader,C37H27F6N7O4,"Compound 9f features an optimized linker length, improving RIOK2 degradation efficiency. It achieves sub-micromolar DC50 values and demonstrates strong cellular activity, including apoptosis induction and G2/M cell cycle arrest in MOLT4 cells.",747.2028717,9,1,54,6.4579,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(C(F)(F)F)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C37H27F6N7O4/c1-54-31-12-5-23(20-44-31)22-4-9-28-26(18-22)34-33(35(53)45-28)46-47-50(34)25-8-10-29(27(19-25)37(41,42)43)48-14-16-49(17-15-48)32(52)13-11-30(51)21-2-6-24(7-3-21)36(38,39)40/h2-13,18-20H,14-17H2,1H3,(H,45,53)/b13-11+",NLLOJQHFLLXLOV-ACCUITESSA-N,"(E)-1-[14-(6-methoxypyridin-3-yl)-6-oxo-17-(trifluoromethyl)-2,3,4,7,11-pentazatetracyclo[8.8.2.02,5.012,19]icosa-1(18),3,5,10(20),12(19),13,15-heptaen-11-yl]-4-[4-(trifluoromethyl)phenyl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
620,RIOK2 compound 9g,heterodimerization-degrader,C36H27F3N8O6,"Compound 9g exhibits selective RIOK2 degradation with minimal off-target effects. Its mechanism involves RNF126 recruitment, leading to UPS-mediated degradation. The compound shows promising in vitro efficacy but requires further optimization for in vivo stability.",724.2005652,11,1,53,5.3473,7,8,169.45,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(N(=O)=O)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C36H27F3N8O6/c1-53-31-12-5-23(20-40-31)22-4-9-28-26(18-22)34-33(35(50)41-28)42-43-46(34)25-8-10-29(27(19-25)36(37,38)39)44-14-16-45(17-15-44)32(49)13-11-30(48)21-2-6-24(7-3-21)47(51)52/h2-13,18-20H,14-17H2,1H3,(H,41,50)/b13-11+",WKQDTDYJXOYJRO-ACCUITESSA-N,"(E)-1-[14-(6-methoxypyridin-3-yl)-6-oxo-11-(trifluoromethyl)-2,3,4,7-tetrazatetracyclo[8.7.2.04,18.013,19]nonadeca-1(18),2,8,10(19),12,14,16-heptaen-7-yl]-4-(4-nitrophenyl)but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
621,RIOK2 compound 9h,heterodimerization-degrader,C37H30F3N7O4,"Compound 9h displays moderate RIOK2 degradation activity, with a DC50 in the low micromolar range. Structural analysis suggests its binding mode preserves key interactions with RIOK2 while enabling E3 ligase engagement.",693.2311371,9,1,51,5.74752,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(C)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C37H30F3N7O4/c1-22-3-5-23(6-4-22)31(48)12-14-33(49)46-17-15-45(16-18-46)30-11-9-26(20-28(30)37(38,39)40)47-35-27-19-24(25-8-13-32(51-2)41-21-25)7-10-29(27)42-36(50)34(35)43-44-47/h3-14,19-21H,15-18H2,1-2H3,(H,42,50)/b14-12+",LVRXFVRHJYKVBG-WYMLVPIESA-N,"(E)-1-[14-(6-methoxypyridin-3-yl)-6-oxo-11-(trifluoromethyl)-2,3,4,7-tetrazatetracyclo[10.6.2.05,19.016,20]icosa-1(19),2,5(19),12(20),13,15,17-heptaen-10-yl]-4-(4-methylphenyl)but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
622,RIOK2 compound 9i,heterodimerization-degrader,C37H30F3N7O5,Compound 9i is a molecular glue degrader with improved solubility and cellular permeability. It induces RIOK2 degradation at nanomolar concentrations and shows potent antiproliferative effects in leukemia models.,709.2260517,10,1,52,5.4477,7,8,135.54,COc7ccc(C(=O)/C=C/C(=O)N6CCN(c5ccc(n4nnc3c(=O)[nH]c2ccc(c1ccc(OC)nc1)cc2c34)cc5C(F)(F)F)CC6)cc7,"InChI=1S/C37H30F3N7O5/c1-51-26-8-3-22(4-9-26)31(48)12-14-33(49)46-17-15-45(16-18-46)30-11-7-25(20-28(30)37(38,39)40)47-35-27-19-23(24-6-13-32(52-2)41-21-24)5-10-29(27)42-36(50)34(35)43-44-47/h3-14,19-21H,15-18H2,1-2H3,(H,42,50)/b14-12+",DBIQHRMAWALVBI-WYMLVPIESA-N,"(E)-1-(4-methoxyphenyl)-4-[4-[4-[11-(6-methoxypyridin-3-yl)-3-oxo-2,3,4,6-tetrazatricyclo[6.4.1.05,13]trideca-1(13),4,8,10-tetraen-6-yl]-2-(trifluoromethyl)phenyl]piperazin-1-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
623,RIOK2 compound 9j,heterodimerization-degrader,C38H32F3N7O5,"Compound 9j features a modified pharmacophore, enhancing RIOK2 degradation kinetics. It achieves a DC50 of ~300 nM and demonstrates robust in vitro and in vivo activity, making it a lead candidate for further development.",723.2417018,10,1,53,5.8378,7,9,135.54,CCOc7ccc(C(=O)/C=C/C(=O)N6CCN(c5ccc(n4nnc3c(=O)[nH]c2ccc(c1ccc(OC)nc1)cc2c34)cc5C(F)(F)F)CC6)cc7,"InChI=1S/C38H32F3N7O5/c1-3-53-27-9-4-23(5-10-27)32(49)13-15-34(50)47-18-16-46(17-19-47)31-12-8-26(21-29(31)38(39,40)41)48-36-28-20-24(25-7-14-33(52-2)42-22-25)6-11-30(28)43-37(51)35(36)44-45-48/h4-15,20-22H,3,16-19H2,1-2H3,(H,43,51)/b15-13+",VKPBPJMGOHOGNF-FYWRMAATSA-N,"(E)-1-(4-ethoxyphenyl)-4-[4-[4-[11-(6-methoxypyridin-3-yl)-3-oxo-2,3,4,6-tetrazatricyclo[6.4.1.05,13]trideca-1(13),4,8,10-tetraen-6-yl]-2-(trifluoromethyl)phenyl]piperazin-1-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
624,RIOK2 compound 9k,heterodimerization-degrader,C39H34F3N7O5,Compound 9k exhibits selective RIOK2 degradation via RNF126 recruitment. Its degradation profile includes dose-dependent RIOK2 depletion and strong anti-proliferative effects in cancer cell lines.,737.2573518,10,1,54,6.2263,7,9,135.54,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(OC(C)C)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C39H34F3N7O5/c1-23(2)54-28-9-4-24(5-10-28)33(50)13-15-35(51)48-18-16-47(17-19-48)32-12-8-27(21-30(32)39(40,41)42)49-37-29-20-25(26-7-14-34(53-3)43-22-26)6-11-31(29)44-38(52)36(37)45-46-49/h4-15,20-23H,16-19H2,1-3H3,(H,44,52)/b15-13+",ACBSUXYUBACTFG-FYWRMAATSA-N,"(E)-1-[14-(6-methoxypyridin-3-yl)-6-oxo-11-(trifluoromethyl)-2,3,4,7-tetrazatetracyclo[8.7.2.05,18.012,17]nonadeca-1(17),2,4,8,10(18),12(19),13,15-octaen-7-yl]-4-(4-propan-2-yloxyphenyl)but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
625,RIOK2 compound 9l,heterodimerization-degrader,C37H28F5N7O5,Compound 9l shows moderate degradation efficiency but improved metabolic stability. It maintains RIOK2 binding while optimizing linker chemistry for enhanced E3 ligase engagement.,745.2072081,10,1,54,6.0405,7,9,135.54,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(OC(F)F)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C37H28F5N7O5/c1-53-31-12-5-23(20-43-31)22-4-9-28-26(18-22)34-33(35(52)44-28)45-46-49(34)24-6-10-29(27(19-24)37(40,41)42)47-14-16-48(17-15-47)32(51)13-11-30(50)21-2-7-25(8-3-21)54-36(38)39/h2-13,18-20,36H,14-17H2,1H3,(H,44,52)/b13-11+",SEUROMNEMSRRSS-ACCUITESSA-N,"(E)-1-[4-(difluoromethoxy)phenyl]-4-[13-(6-methoxypyridin-3-yl)-6-oxo-16-(trifluoromethyl)-2,3,4,7-tetrazatetracyclo[8.7.2.05,18.011,19]nonadeca-1(17),2,4,8,10(19),11(18),12,14-octaen-7-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
626,RIOK2 compound 9m,heterodimerization-degrader,C37H27F6N7O5,"Compound 9m is a potent degrader with a DC50 below 400 nM. It induces RIOK2 ubiquitination and proteasomal degradation, leading to apoptosis and cell cycle arrest in leukemia cells.",763.1977863,10,1,55,6.3377,7,8,135.54,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(OC(F)(F)F)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C37H27F6N7O5/c1-54-31-12-5-23(20-44-31)22-4-9-28-26(18-22)34-33(35(53)45-28)46-47-50(34)24-6-10-29(27(19-24)36(38,39)40)48-14-16-49(17-15-48)32(52)13-11-30(51)21-2-7-25(8-3-21)55-37(41,42)43/h2-13,18-20H,14-17H2,1H3,(H,45,53)/b13-11+",NTNJNACSEUPCSZ-ACCUITESSA-N,"(E)-1-[14-(6-methoxypyridin-3-yl)-6-oxo-11-(trifluoromethyl)-2,3,4,7-tetrazatetracyclo[8.7.2.05,18.012,17]nonadeca-1(17),2,5(18),8,10(19),12(17),13,15-octaen-7-yl]-4-[4-(trifluoromethoxy)phenyl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
627,RIOK2 compound 9n,heterodimerization-degrader,C37H30F3N7O5,"Compound 9n demonstrates sub-micromolar RIOK2 degradation activity. Its mechanism involves ternary complex formation with RNF126, resulting in UPS-mediated target depletion.",709.2260517,10,1,52,5.4477,7,8,135.54,COc7cccc(C(=O)/C=C/C(=O)N6CCN(c5ccc(n4nnc3c(=O)[nH]c2ccc(c1ccc(OC)nc1)cc2c34)cc5C(F)(F)F)CC6)c7,"InChI=1S/C37H30F3N7O5/c1-51-26-5-3-4-23(18-26)31(48)11-13-33(49)46-16-14-45(15-17-46)30-10-8-25(20-28(30)37(38,39)40)47-35-27-19-22(24-7-12-32(52-2)41-21-24)6-9-29(27)42-36(50)34(35)43-44-47/h3-13,18-21H,14-17H2,1-2H3,(H,42,50)/b13-11+",RIQCUPAYLATODD-ACCUITESSA-N,"(E)-1-(4-methoxycyclohexa-2,4,6-trien-1-yl)-4-[4-[4-[11-(6-methoxypyridin-3-yl)-3-oxo-2,3,4,7-tetrazatricyclo[6.4.1.05,13]trideca-1(13),3,5,8,10-pentaen-6-yl]-2-(trifluoromethyl)phenyl]piperazin-1-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
628,RIOK2 compound 9o,heterodimerization-degrader,C38H32F3N7O6,Compound 9o exhibits improved degradation kinetics compared to earlier analogs. It achieves nanomolar DC50 values and shows strong cellular efficacy in leukemia models.,739.2366164,11,1,54,5.4563,7,9,144.77,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(OC)c(OC)c1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C38H32F3N7O6/c1-52-31-11-5-23(19-32(31)53-2)30(49)10-13-34(50)47-16-14-46(15-17-47)29-9-7-25(20-27(29)38(39,40)41)48-36-26-18-22(24-6-12-33(54-3)42-21-24)4-8-28(26)43-37(51)35(36)44-45-48/h4-13,18-21H,14-17H2,1-3H3,(H,43,51)/b13-10+",SLAOOSRSOCGXBT-JLHYYAGUSA-N,"(E)-1-(4,5-dimethoxy-5H-cyclohexa-1,3,5-trien-1-yl)-4-[13-(6-methoxypyridin-3-yl)-7-oxo-16-(trifluoromethyl)-2,3,4,8-tetrazatetracyclo[8.7.2.05,18.011,19]nonadeca-1(17),2,4,9,11(19),12,14-heptaen-17-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
629,RIOK2 compound 9p,heterodimerization-degrader,C37H30F3N7O5,"Compound 9p features structural optimizations for enhanced RIOK2 degradation. It recruits RNF126 effectively, inducing proteasomal degradation and demonstrating potent anti-cancer activity.",709.2260517,10,1,52,5.4477,7,8,135.54,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccccc1OC)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C37H30F3N7O5/c1-51-31-6-4-3-5-25(31)30(48)12-14-33(49)46-17-15-45(16-18-46)29-11-9-24(20-27(29)37(38,39)40)47-35-26-19-22(23-8-13-32(52-2)41-21-23)7-10-28(26)42-36(50)34(35)43-44-47/h3-14,19-21H,15-18H2,1-2H3,(H,42,50)/b14-12+",ZUBWTELWMBXBTN-WYMLVPIESA-N,"(E)-1-(2-methoxyphenyl)-4-[13-(6-methoxypyridin-3-yl)-7-oxo-16-(trifluoromethyl)-2,3,4,8,19-pentazatetracyclo[8.8.4.02,5.011,19]docosa-1(18),3,5,10(22),11(17),12,14,20-octaen-19-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
630,RIOK2 compound 9q,heterodimerization-degrader,C36H27ClF3N7O4,Compound 9q is a molecular glue degrader with balanced potency and selectivity. It induces RIOK2 degradation at low micromolar concentrations and shows promising cellular effects.,713.1765147,9,1,51,6.0925,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(Cl)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C36H27ClF3N7O4/c1-51-31-12-5-23(20-41-31)22-4-9-28-26(18-22)34-33(35(50)42-28)43-44-47(34)25-8-10-29(27(19-25)36(38,39)40)45-14-16-46(17-15-45)32(49)13-11-30(48)21-2-6-24(37)7-3-21/h2-13,18-20H,14-17H2,1H3,(H,42,50)/b13-11+",LXQJBLORCVZWNT-ACCUITESSA-N,"(E)-1-(4-chlorophenyl)-4-[13-(6-methoxypyridin-3-yl)-7-oxo-16-(trifluoromethyl)-2,3,4,8,19-pentazatetracyclo[8.8.4.02,5.011,19]docosa-1(18),3,5,10(22),11(19),12,14,17-octaen-19-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
631,RIOK2 compound 9r,heterodimerization-degrader,C36H27BrF3N7O4,"Compound 9r exhibits moderate RIOK2 degradation activity, with a DC50 in the micromolar range. Its mechanism involves RNF126 recruitment and UPS-mediated target depletion.",757.1259991,9,1,51,6.2016,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(Br)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C36H27BrF3N7O4/c1-51-31-12-5-23(20-41-31)22-4-9-28-26(18-22)34-33(35(50)42-28)43-44-47(34)25-8-10-29(27(19-25)36(38,39)40)45-14-16-46(17-15-45)32(49)13-11-30(48)21-2-6-24(37)7-3-21/h2-13,18-20H,14-17H2,1H3,(H,42,50)/b13-11+",HMMVSBOUNVPJOS-ACCUITESSA-N,"(E)-1-(4-bromophenyl)-4-[13-(6-methoxypyridin-3-yl)-7-oxo-16-(trifluoromethyl)-2,3,4,8,19-pentazatetracyclo[8.8.4.02,5.011,19]docosa-1(18),3,5,10(22),11(17),12,14,20-octaen-19-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
632,RIOK2 compound 9s,heterodimerization-degrader,C36H27F4N7O4,Compound 9s demonstrates improved degradation efficiency through optimized linker design. It achieves sub-micromolar DC50 values and shows robust cellular activity.,697.2060652,9,1,51,5.5782,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccc(F)cc1)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C36H27F4N7O4/c1-51-31-12-5-23(20-41-31)22-4-9-28-26(18-22)34-33(35(50)42-28)43-44-47(34)25-8-10-29(27(19-25)36(38,39)40)45-14-16-46(17-15-45)32(49)13-11-30(48)21-2-6-24(37)7-3-21/h2-13,18-20H,14-17H2,1H3,(H,42,50)/b13-11+",BODASLVEZBWITD-ACCUITESSA-N,"(E)-1-(4-fluorophenyl)-4-[4-[4-[8-(6-methoxypyridin-3-yl)-4-oxo-5H-triazolo[4,5-c]quinolin-1-yl]-2-(trifluoromethyl)phenyl]piperazin-1-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,172677027,,covalent
633,RIOK2 compound 9t,heterodimerization-degrader,C36H27F4N7O4,Compound 9t is a potent RIOK2 degrader with nanomolar activity. It induces dose-dependent target depletion and strong antiproliferative effects in cancer cell lines.,697.2060652,9,1,51,5.5782,7,7,126.31,COc7ccc(c6ccc5[nH]c(=O)c4nnn(c3ccc(N2CCN(C(=O)/C=C/C(=O)c1ccccc1F)CC2)c(C(F)(F)F)c3)c4c5c6)cn7,"InChI=1S/C36H27F4N7O4/c1-51-31-12-7-22(20-41-31)21-6-9-28-25(18-21)34-33(35(50)42-28)43-44-47(34)23-8-10-29(26(19-23)36(38,39)40)45-14-16-46(17-15-45)32(49)13-11-30(48)24-4-2-3-5-27(24)37/h2-13,18-20H,14-17H2,1H3,(H,42,50)/b13-11+",PTFVFQSMVPIRBC-ACCUITESSA-N,"(E)-1-(2-fluorophenyl)-4-[13-(6-methoxypyridin-3-yl)-7-oxo-16-(trifluoromethyl)-2,3,4,8,18-pentazatetracyclo[9.7.2.05,19.08,20]icosa-1(19),2,4,9,11(20),12,14-heptaen-17-yl]but-2-ene-1,4-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,125,,,covalent
