ID,name,Target,DOI,Patent number,Patent title,Efficacy Type,Model,Disease,Efficacy Data,Result,Units,Picture,Administration Time,Assay Method,Assay,Description
MG-664,Liu-EY-24,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,193.70000000000002,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-664,Liu-EY-24,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,305.70000000000005,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-665,Liu-EY-25,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,174.2,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-665,Liu-EY-25,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,93.89999999999999,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-666,Liu-EY-26,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,171.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-666,Liu-EY-26,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,90.30000000000001,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-667,Liu-EY-27,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,126.2,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-667,Liu-EY-27,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,215,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-668,Liu-EY-28,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,147.29999999999998,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-668,Liu-EY-28,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,110.60000000000001,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-669,Liu-EY-29,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,199.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-669,Liu-EY-29,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,183.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-670,Liu-EY-30,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,192.6,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-670,Liu-EY-30,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,274.1,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-671,Liu-EY-31,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,164.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-671,Liu-EY-31,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,161.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-672,Liu-EY-32,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,155,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-672,Liu-EY-32,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,497.40000000000003,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-673,Liu-EY-33,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,229.9,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-673,Liu-EY-33,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,640.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-674,Liu-EY-34,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,0.1200,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-674,Liu-EY-34,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,46,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-675,Liu-EY-35,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,138.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-675,Liu-EY-35,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,66.60000000000001,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-676,Liu-EY-36,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,167.6,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-676,Liu-EY-36,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,60.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-677,Liu-EY-37,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,520.4,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-677,Liu-EY-37,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,201,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-678,Liu-EY-38,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,318.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-678,Liu-EY-38,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,289.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-679,Liu-EY-39,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,212.2,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-679,Liu-EY-39,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,79.10000000000001,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-680,Liu-EY-40,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,212.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-680,Liu-EY-40,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,265.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-681,Liu-EY-41,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,215.9,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-681,Liu-EY-41,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,295.70000000000005,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-682,Liu-EY-42,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,311.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-682,Liu-EY-42,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,316.8,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-683,Liu-EY-43,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,78.8,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-683,Liu-EY-43,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,126.1,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-684,Liu-EY-44,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,184.9,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-684,Liu-EY-44,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,135.9,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-685,Liu-EY-45,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,110,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-685,Liu-EY-45,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,260.79999999999995,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-686,Liu-EY-46,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,0.2105,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-686,Liu-EY-46,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,119.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-687,Liu-EY-47,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,212.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-687,Liu-EY-47,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,335.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-688,Liu-EY-48,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,220.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-688,Liu-EY-48,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,180.29999999999998,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-689,Liu-EY-49,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,359.59999999999997,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-689,Liu-EY-49,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,429.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-690,Liu-EY-50,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,260.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-690,Liu-EY-50,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,153.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-691,Liu-EY-51,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,205.6,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-691,Liu-EY-51,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,275.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-692,Liu-EY-52,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,0.3023,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-692,Liu-EY-52,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,356.70000000000005,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-693,Liu-EY-53,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,189.29999999999998,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-693,Liu-EY-53,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,457.9,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-694,Liu-EY-54,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,1.1593,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-694,Liu-EY-54,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,151.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-695,Liu-EY-55,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,2430,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-695,Liu-EY-55,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,589.8,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-696,Liu-EY-56,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,2709.7000000000003,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-696,Liu-EY-56,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,457.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-697,Liu-EY-57,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,6124,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-697,Liu-EY-57,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,1816.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-698,Liu-EY-58,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,0.7020,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-698,Liu-EY-58,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,609.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-699,Liu-EY-59,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,0.4474,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-699,Liu-EY-59,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,154.29999999999998,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-700,Liu-EY-60,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,255.5,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-700,Liu-EY-60,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,156.1,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-701,Liu-EY-61,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,844.3000000000001,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-701,Liu-EY-61,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,415.8,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-702,Liu-EY-62,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,865.1,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-702,Liu-EY-62,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,494.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-703,Liu-EY-63,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,47.199999999999996,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-703,Liu-EY-63,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,38.199999999999996,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-704,Liu-EY-64,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,73.2,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-704,Liu-EY-64,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,56.300000000000004,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-705,Liu-EY-65,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,66.19999999999999,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-705,Liu-EY-65,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,51.3,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-706,Liu-EY-66,,10.1016/j.bioorg.2024.107802,,,Cell Line,T24 cell,bladder cancer,IC50,98.7,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
MG-706,Liu-EY-66,,10.1016/j.bioorg.2024.107802,,,Cell Line,J82 cell,bladder cancer,IC50,89.6,nM,,,CCK-8 assay,IC50 evaluation of compounds from self-built compound library in bladder cancer cells (T24 and J82),
