compound_id,smiles,Score_3D
ZINC_V8_1667,CC(=O)N=P(N1CCCCC1)(N1CCCCC1)C(C)(C)C,0.44080624
ZINC_V8_10053,C[NH+]1CCN(C(=O)Cl)CC1,0.44080624
ZINC_V8_7413,C[C@@H](O)[C@H](C)C1(C(=O)[O-])CCCCCC1,0.44080618
ZINC_V8_6463,CC1CCN(/C(N)=[NH+]/C2CC2)CC1,0.44080615
ZINC_V8_22554,CCOC(OCC)[C@@H]([NH3+])CC1CCCC1,0.4408061
ZINC_V8_32214,CC1(C)C[C@]2(C[NH+]=C(N)O2)C(C)(C)O1,0.44080606
ZINC_V8_29869,[NH3+][C@H]1CCCCC[C@H]1C(=O)NCC1CCCCC1,0.44080606
ZINC_V8_44268,CC[NH+]1CCC([C@@H](C)[NH2+][C@H](CO)C(C)C)CC1,0.44080597
ZINC_V8_2524,C=CCN(CC=C)C[C@@H]1CCC(C)(C)[C@H]1[NH2+]C,0.44080597
ZINC_V8_7980,O=[N+]([O-])c1[nH]c(Br)nc1I,0.4408059
ZINC_V8_14273,O=C(C[C@H]1CCS(=O)(=O)C1)N(CC1CC[NH2+]CC1)C1CC1,0.44080588
ZINC_V8_22755,O=C([O-])[C@H]1C[C@H]2CCCC[C@@H]2[NH+]1C1CCS(=O)(=O)CC1,0.44080588
ZINC_V8_36000,CCCOCC(C)(C)C[C@H](C)[NH3+],0.44080582
ZINC_V8_34685,CCCC(CCC)c1ccccn1,0.44080576
ZINC_V8_34292,CCCS[C@@H]1CCCC(C)(C)[C@H]1[NH3+],0.44080576
ZINC_V8_19813,O=C(CC1CC1)N[C@@H]1CC[NH2+]C1,0.44080567
ZINC_V8_43288,CCCCC[C@]1(O)CS[C@H](C)C1,0.44080567
ZINC_V8_43986,COC[C@@H](C)[NH2+][C@@H](C)[C@@H](C)O,0.44080558
ZINC_V8_25861,CC1(C)CC[NH+](CCC(=O)[O-])C1,0.44080558
ZINC_V8_36611,Cc1no[n+]([O-])c1CC(C)C,0.44080558
ZINC_V8_10059,CC(C)(O)CC[NH+]1CCC[C@H]1C1CC[NH2+]CC1,0.4408055
ZINC_V8_12498,CC[NH+](CC)[C@](C)(CC)[C@H]([NH3+])C=C(C)C,0.4408054
ZINC_V8_1680,O=S1(=O)CC[C@@H]([NH2+][C@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1,0.44080526
ZINC_V8_44227,CCO/C=C/C(=O)C(F)(F)F,0.44080523
ZINC_V8_546,N#CCC[NH2+]C1(C(=O)[O-])CC1,0.44080523
ZINC_V8_28976,CC(C)(C)C(=O)CC1(O)CCCCC1,0.44080523
ZINC_V8_14081,CC(C)[C@@H]1CSC[C@@H](C(=O)[O-])[NH2+]1,0.44080523
ZINC_V8_9297,CC[C@@H]1CC[C@@H]([NH2+][C@@H]2CCCCC2(C)C)C1,0.44080517
ZINC_V8_48433,C[C@H]([NH2+][C@@H]1CS[C@@H](C)C1)C12CC3CC(CC(C3)C1)C2,0.44080514
ZINC_V8_20123,[NH3+][C@H]1CCC[C@@H](N[C@@H]2CC[NH+]3CCCC[C@@H]23)C1,0.44080505
ZINC_V8_22584,CC(=O)[C@@H]1CCCCC1(C)C,0.44080505
ZINC_V8_28440,CCC(CC)COC(=O)C(C)=O,0.440805
ZINC_V8_23647,O=C(F)c1ccc(Br)cc1,0.44080496
ZINC_V8_29683,CC(C)[C@@H](CO)NC(=O)[C@@H](C)NC(N)=O,0.44080496
ZINC_V8_16710,S=C(NCC1CCCCC1)NC1CCCCCC1,0.4408049
ZINC_V8_25435,CCC1CCC([C@H](C)[C@@H](C)[NH2+]C(C)C)CC1,0.4408049
ZINC_V8_17537,OC[C@H](O)c1cc(F)c(F)c(F)c1,0.4408049
ZINC_V8_30677,O=C([O-])CC[NH2+][C@H]1CS(=O)(=O)C[C@H]1O,0.44080484
ZINC_V8_15089,Brc1cccnc1Sc1ccccn1,0.44080484
ZINC_V8_3192,COC(=O)[C@H](C#N)C(F)(F)F,0.4408048
ZINC_V8_10253,C1CC(OC[C@H]2C[C@H]3CC[C@@H]2C3)CC[NH2+]1,0.44080475
ZINC_V8_32378,O=C1CCc2ccccc2CN1,0.44080466
ZINC_V8_23523,[NH3+][C@H]1CCC[C@@H]1NC(=O)N1CCCC1,0.44080466
ZINC_V8_20121,O=S1(=O)C[C@@H](O)[C@H]([NH2+]C2CCCCCCC2)C1,0.44080463
ZINC_V8_3554,C=CC(=O)OCC(C)(C)C[NH+](C)C,0.44080457
ZINC_V8_25974,CC(C)(C)CC(C)(C)[NH2+]C1CCCC1,0.44080454
ZINC_V8_28348,C[NH2+][C@H](CSC[C@@H](O)CO)C12CC3CC(CC(C3)C1)C2,0.44080448
ZINC_V8_4090,COC(=O)[C@H]1C[C@H]1C(=O)N[C@@H]1C[C@@](C)(OC)C1(C)C,0.44080442
ZINC_V8_4636,O=C=NC(c1ccccc1)(c1ccccc1)c1ccccc1,0.4408044
ZINC_V8_6213,ClC/C=C/C[N+]12CN3CN(CN(C3)C1)C2,0.4408043
ZINC_V8_17665,C[NH2+][C@@H]1CC[C@@H](OCCOC(C)C)C1,0.4408043
ZINC_V8_39368,CCCN[C@]1(C#N)CCCCC1(C)C,0.44080424
ZINC_V8_42435,CC1(C)CCC[C@H]([NH+]2CCC[C@H]3CCC[C@@H]32)[C@@H]1[NH3+],0.4408042
ZINC_V8_18529,C[NH2+][C@H]1CCC[C@@H]1CCOC1CCOCC1,0.4408042
ZINC_V8_9427,CCC1(CC)C[NH+](C2(C(=O)[O-])CC2)C1,0.440804
ZINC_V8_4742,CCCCCSc1nnc([O-])[nH]c1=O,0.4408039
ZINC_V8_22120,C[C@H]([NH2+]C1C(C)(C)C1(C)C)[C@H](C)C(=O)[O-],0.44080383
ZINC_V8_22032,CC1(C)CCC[C@]12C[C@H]2C[NH3+],0.44080374
ZINC_V8_44942,C#CCCS[C@H](C)CCO,0.4408037
ZINC_V8_23214,CC(C)[C@@H](C[NH2+][C@H](C)C1CC[NH+](C)CC1)N(C)C,0.4408037
ZINC_V8_38550,C[C@H]([C@@H](C)C[NH3+])[NH+](C)CC1CC1,0.44080356
ZINC_V8_30463,C=CC[NH+](CC(=O)[O-])C(C)C,0.44080356
ZINC_V8_5563,C=C(C)[C@H]([NH3+])c1ccc(F)cc1,0.44080356
ZINC_V8_24294,CC(=O)CC(=O)N[C@H](C)CCCO,0.44080356
ZINC_V8_30731,CCC(CC)CNC(=O)N(C)C[C@H](C)O,0.4408035
ZINC_V8_37185,Cc1c(C)c(C)c(CSC2=[NH+][C@@H](C)CN2)c(C)c1C,0.4408035
ZINC_V8_27448,CCCOC[C@@H]1CCC[C@H]1[NH2+]C,0.44080347
ZINC_V8_17323,ONC[C@@H](O)c1ccccc1,0.44080347
ZINC_V8_23267,[NH3+][C@H]1CC[C@@H](OC[C@H]2C[C@H]3CC[C@@H]2C3)C1,0.44080347
ZINC_V8_40606,CN(C)c1ccc(/C=N/C23CC4CC(CC(C4)C2)C3)cc1,0.44080338
ZINC_V8_18032,CC(C)(O)CC[NH+]1CCOC[C@@H]1C1CC1,0.44080338
ZINC_V8_34997,N#C/N=C(\[O-])[C@@H]1CSCN1,0.44080338
ZINC_V8_26935,[NH3+]CC[NH+]1CCC2(CCC(CS)CC2)C1,0.44080332
ZINC_V8_36989,C[C@@H]1CC[C@H]([C@]2(C)CCCCC[NH2+]2)C[C@@H]1C,0.44080332
ZINC_V8_41764,C=Cc1ccc(C(=O)F)cc1,0.4408033
ZINC_V8_5792,NC(=S)c1n[nH]cc1Br,0.44080323
ZINC_V8_34077,CC(C)(C#N)c1ccc(F)c(F)c1,0.44080317
ZINC_V8_9697,CCC[C@@H](C)N1CCC[NH2+]CC1,0.44080317
ZINC_V8_35921,CC(C)NC(=O)CCS(=O)(=O)[C@H](C)C(C)C,0.44080314
ZINC_V8_9048,C[NH2+][C@@H](CCOC)COC(C)C,0.44080308
ZINC_V8_10488,O=C([O-])[C@@]12CCC[C@@H](C[NH2+]1)C2,0.44080296
ZINC_V8_5449,CC(=O)N[C@H]1CSC[C@@H]1OC(C)=O,0.4408029
ZINC_V8_3431,CC(C)C[NH+](C)CCC(=O)[O-],0.44080287
ZINC_V8_37319,CNC(=O)NC(=O)CC[NH+](C)CC(=O)[O-],0.4408028
ZINC_V8_8126,C[C@@H]1CN(CC#N)C[C@@H](C)O1,0.4408028
ZINC_V8_36383,C=C(C)C[NH+]1CC[C@H](C(=O)[O-])[C@H]1C,0.4408028
ZINC_V8_34866,CC[C@H](CCO)C[NH2+]C[C@@H](C)C#N,0.44080272
ZINC_V8_35223,CCCS[C@@H]1CCC[C@H]1C#N,0.44080272
ZINC_V8_28985,CC[NH2+][C@@H](C)C(=O)NC(=O)NC,0.44080266
ZINC_V8_1798,CN(C)C(=S)N(C(=S)N(C)C)c1ccccc1,0.44080263
ZINC_V8_36409,CC(=O)c1ccc(C(=O)N=[N+]=[N-])cc1,0.44080254
ZINC_V8_33406,CC(C)[NH2+][C@@H](CC(=O)N(C)C)C(N)=O,0.44080245
ZINC_V8_14588,O=C([O-])CC1C[C@H]2CC[C@@H](C1)[NH+]2[C@@H]1CCCSC1,0.44080234
ZINC_V8_15518,CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)NCC(=O)[O-],0.44080234
ZINC_V8_12841,Oc1ccccc1SCCF,0.44080225
ZINC_V8_9299,C1=CC[C@H](C[NH+]2CC[C@@H](C[NH+]3CCCC3)C2)CC1,0.44080216
ZINC_V8_7972,CCC(C(=O)OC(C)(C)C)(C(F)(F)F)C(F)(F)F,0.44080207
ZINC_V8_45777,C[C@@H](C[NH+]1CCCCC1)[NH2+][C@@H]1CCCS[C@@H]1C,0.44080207
ZINC_V8_49978,CC[C@@H](CC#N)NC(=O)CCCCO,0.44080204
ZINC_V8_32253,CC[C@@H](C)N[C@@H]1CCCCC[C@@H]1[NH3+],0.44080198
ZINC_V8_412,Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,0.44080198
ZINC_V8_11956,CC(C)NC(=O)[C@H]1CC=CC[C@H]1C(=O)[O-],0.44080198
ZINC_V8_19262,C[C@@H]1CC(O[C@@H]2CCC[C@H]([NH3+])C2)C[C@@H](C)C1,0.44080198
ZINC_V8_33030,CCN(CC(C)C)C(=O)[C@@H](C)Cl,0.4408019
ZINC_V8_37761,CC[C@@H](C[NH3+])NC(=O)N(C)C,0.4408019
ZINC_V8_41842,CCC[NH2+]Cc1ccc(C(C)(C)C)cc1,0.44080183
ZINC_V8_30504,C[C@H]1CC[NH2+][C@@H]2[C@H](CCC2(C)C)S1(=O)=O,0.44080165
ZINC_V8_3713,[NH3+][C@H](Cc1ccc(O)cc1)c1ncccn1,0.44080162
ZINC_V8_23262,CC1(C)CC[C@H](O)[C@@H]([C@@H]2CCCCC[NH2+]2)C1,0.4408014
ZINC_V8_26957,COC(=O)CS[C@@H](Cl)C(F)(F)F,0.44080132
ZINC_V8_42094,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.44080132
ZINC_V8_32531,C[NH2+][C@@H](CCO)[C@H]1CCCC[NH2+]1,0.4408013
ZINC_V8_29100,CC(C)NC(=O)C[C@@H](C)NC(=O)N[C@H](C)CO,0.4408013
ZINC_V8_41778,Fc1nc(F)c(F)c(NCCC(F)(F)F)c1F,0.44080123
ZINC_V8_20379,CC[C@H]([NH2+][C@@H](C)C[C@@H]1CCCCC[NH2+]1)C(C)C,0.44080114
ZINC_V8_408,C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,0.44080105
ZINC_V8_10825,C[C@H](C[NH+]1CCCCC1)[NH2+][C@H]1CCCCC1(C)C,0.44080096
ZINC_V8_44972,S[C@H]1N=NC(c2ccccc2)=N1,0.44080096
ZINC_V8_17481,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1F,0.4408009
ZINC_V8_38618,CCC[NH2+][C@H]1CC[C@@H]([NH+](C)C(C)C)C1,0.4408008
ZINC_V8_14702,CCOCCOC(=O)Cl,0.4408008
ZINC_V8_39581,C[C@H]([NH3+])[C@@H](C)c1ccccc1Br,0.44080067
ZINC_V8_45243,CCC(CC)(CC)[NH2+]Cc1noc(C(C)(C)C)n1,0.44080064
ZINC_V8_43806,C[C@H](C#N)[C@H](O)c1ccccn1,0.44080058
ZINC_V8_25192,CCNC(=O)CNC(=O)[C@H]1CCCCC[C@@H]1[NH3+],0.44080058
ZINC_V8_33104,CN(C)C(=O)NCC1([NH3+])CCCCC1,0.44080058
ZINC_V8_18029,C[NH2+]C1CCC([NH+](C)C2[C@@H](C)CCC[C@@H]2C)CC1,0.44080058
ZINC_V8_20247,[NH3+][C@H]1CCCCC[C@@H]1C(=O)OCC1CCCCC1,0.44080058
ZINC_V8_35674,C[NH2+][C@@H](c1ccoc1)[C@@H]1CSCCS1,0.4408005
ZINC_V8_34726,CC[C@@H](C)[NH+](CC)CCCC[NH3+],0.4408005
ZINC_V8_4191,CC(C)[C@@H](Cl)[C@@H]1CCC[C@H]1C,0.4408005
ZINC_V8_26821,O=C([O-])[C@H]1CC[C@@H]2CCCC[C@H]2[NH2+]1,0.44080037
ZINC_V8_41929,C[NH2+]C[C@@H](C)[C@@H](C)[NH+]1CCC(C(C)(C)C)CC1,0.44080028
ZINC_V8_32073,O=[N+]([O-])c1ccc(SCCCBr)cc1,0.44080007
ZINC_V8_13086,CSc1nc2ncncc2[nH]1,0.44079974
ZINC_V8_14339,Fc1c(F)c(F)c(CSc2cn[nH]n2)c(F)c1F,0.44079974
ZINC_V8_36858,C[C@H]1CCC[C@@H]([NH+]2CCC([NH2+]C3C[C@@H](C)O[C@@H](C)C3)CC2)C1,0.4407997
ZINC_V8_23980,CC(C)[C@@H]([NH2+]CC(C)(C)[C@H](O)C(C)C)C1CC1,0.44079965
ZINC_V8_33988,CCC(=O)[C@@H]1CC[C@@H](C)C[C@@H]1C,0.44079965
ZINC_V8_38260,C=C(C)CC(C)(C)C[C@@H](C)[NH2+]CC,0.44079962
ZINC_V8_25791,C=CCS(=O)(=O)NCCO,0.44079956
ZINC_V8_9073,C=CC[n+]1cccc2ccccc21,0.44079956
ZINC_V8_7428,O=[N+]([O-])c1ccccc1Cc1ccccc1,0.44079947
ZINC_V8_47969,CCC[C@@H]1CC[C@H](C#N)[C@H]([NH+](C)CC)C1,0.44079947
ZINC_V8_2014,NNc1nnc(SC2CCCCC2)n1N,0.44079947
ZINC_V8_45365,C[C@H]1CC[C@@H](O)[C@H](CCO)C1,0.4407994
ZINC_V8_40392,CCO[C@H](C)C(=O)N(C)C[C@H](C)C(=O)NC,0.4407993
ZINC_V8_3107,C[C@H]([NH3+])[C@H]1CCCC(C)(C)CC1,0.4407993
ZINC_V8_12138,CCCCS(=O)(=O)N1CCCCCC1,0.4407993
ZINC_V8_40266,Cc1ccc(N2CCN(c3ccc(C)cc3)CC2)cc1,0.4407993
ZINC_V8_43822,NC(=O)NC1(CO)CCCCC1,0.4407992
ZINC_V8_7259,CCC[NH+](C1CC1)[C@@H]1CC[C@H]([NH2+]C)C1,0.4407992
ZINC_V8_20551,C[C@@H](CO)CSC[C@H](C)C(=O)NN,0.44079912
ZINC_V8_45961,CC(C)[NH2+][C@H](C)[C@@H](C)Cc1ncnn1C(C)C,0.44079906
ZINC_V8_14042,[NH3+]C1CCN(CC[NH+]2CCCCCCC2)CC1,0.44079906
ZINC_V8_3483,CC1(C)CCCC[C@H]1[NH+]1CCCC[C@@H]1CC[NH3+],0.44079906
ZINC_V8_6333,O=C(C1CCCC1)N1CCCCCC1,0.44079897
ZINC_V8_24490,CSCC(=O)NNC(=O)NCC(C)(C)[NH+](C)C,0.4407989
ZINC_V8_15239,CC(C)(C)C1CCC(C#N)(C(C)(C)O)CC1,0.4407989
ZINC_V8_39967,CC(C)(C)[NH2+]CC[NH2+]C1(C)CCCC1,0.4407989
ZINC_V8_22367,CCCN(CC)C(=O)N(CC(=O)[O-])C(C)(C)C,0.44079882
ZINC_V8_47876,FC(F)(F)c1ccccc1CCBr,0.4407988
ZINC_V8_8546,C[C@@H]1C[NH+]([C@@H](C)/C(N)=N/O)C[C@@H]1C,0.44079873
ZINC_V8_36392,CCc1nc(COC)nc(CC)c1CC[NH3+],0.44079864
ZINC_V8_8285,C[C@H](CC[NH2+]C1CCCCCCC1)[S@@](C)=O,0.44079864
ZINC_V8_6190,C[NH+](C)CCCC[NH2+][C@@H]1CC(C)(C)OC1(C)C,0.44079855
ZINC_V8_38449,N[C@@H](C[NH+](CCO)CCO)C(=O)[O-],0.44079846
ZINC_V8_18503,CCCOC[C@@H]([NH3+])C(C)(C)N(C)C,0.4407984
ZINC_V8_29441,C=CC[C@@H](C)[C@H](C)[NH2+][C@@H](C)CS(C)(=O)=O,0.4407984
ZINC_V8_39099,N#Cc1n[nH]c2nc[nH]c(=S)c12,0.4407983
ZINC_V8_16002,CCC[C@@H](C#N)[C@](O)(CC)COC,0.44079828
ZINC_V8_34301,C=C(Cl)CO[C@@H]1CC[C@@H]([NH3+])C1,0.44079828
ZINC_V8_5095,C=C1CCCC(C)(C)[C@]12CC=C(C)CC2,0.44079828
ZINC_V8_22506,CC[C@@H](C)[C@@H](NC(=O)C(F)(F)F)C(=O)[O-],0.4407982
ZINC_V8_13506,CC(C)[C@@H]([NH2+][C@@H]1CSCC(C)(C)C1)C(=O)[O-],0.44079813
ZINC_V8_43878,C[C@H]1CCC[NH+](CC2CCC(C[NH3+])CC2)C1,0.44079807
ZINC_V8_33414,CCC(O)(CC)CNC(=O)NC1[C@@H](C)CCC[C@@H]1C,0.44079807
ZINC_V8_38248,CCN[C@H]1CCC[NH+](C(C)C)C1,0.44079804
ZINC_V8_9203,C[C@H]1C[C@@H]([NH2+]CC(=O)N(C)C)CS1,0.44079798
ZINC_V8_39182,CC(C)[C@H]1CSC(N[C@@H](C)C[NH+]2CCCC2)=[NH+]1,0.44079798
ZINC_V8_28939,Clc1ncc2c(n1)NCCN2,0.4407979
ZINC_V8_13536,CCC[NH+]1CCC[C@H](N(C)C2CCC([NH2+]C)CC2)CC1,0.44079787
ZINC_V8_28040,CC(C)[NH2+]C[C@@H](O)c1ccc(O)cc1,0.4407978
ZINC_V8_40908,CC[C@H](C)N(C)C(=O)[C@H](C)NC(C)=O,0.4407978
ZINC_V8_21432,C[C@H](CC#N)[NH+](C)CC1(CS)CCCC1,0.4407978
ZINC_V8_44184,CCCC[C@H](CC1CCCC1)[NH2+]C(C)C,0.4407978
ZINC_V8_23553,COC[C@H](C)NC(=O)CSCC(C)C,0.44079778
ZINC_V8_32825,N#CCNC(=O)[C@@H]1CCCCC[C@H]1[NH3+],0.44079772
ZINC_V8_18339,CC(C)[C@H](NC(=O)CC[NH3+])C(=O)[O-],0.44079772
ZINC_V8_929,CCC[C@@H](CC)Nc1c(F)c(F)nc(F)c1F,0.44079766
ZINC_V8_10518,NOCCCc1ccccc1,0.44079763
ZINC_V8_30837,C[N+](C)(C)CCN1C(=O)C=CC1=O,0.44079754
ZINC_V8_8437,Nc1ccc(/N=N\c2ccccc2)c(N)c1,0.44079748
ZINC_V8_33704,CSc1ccc(C2CC[NH2+]CC2)cc1,0.44079748
ZINC_V8_10966,O=C1CSC(=S)N1CCN1C(=O)CSC1=S,0.44079745
ZINC_V8_18737,O=[N+]([O-])c1csc([N+](=O)[O-])n1,0.44079745
ZINC_V8_19445,C[C@@H](CCl)CS(=O)(=O)N(C)CCS(C)(=O)=O,0.4407974
ZINC_V8_18398,CCCSc1cc([C@@H](C)[NH2+]C)ccn1,0.44079736
ZINC_V8_45625,C#CCN(CC#C)CCCS(=O)(=O)CC,0.44079736
ZINC_V8_29711,COC(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2,0.44079736
ZINC_V8_33313,Cc1ccc(S(C)(=O)=O)cc1C,0.4407973
ZINC_V8_46338,O=C1NC(=O)/C(=C\c2cccc(Br)c2)N1,0.44079724
ZINC_V8_26746,CC[C@@H]([NH2+]C)[C@@H]1CCO[C@H](C)C1,0.44079715
ZINC_V8_20627,CC(C)(C[C@@H](O)C(F)(F)F)C(=O)[O-],0.44079712
ZINC_V8_6307,Cc1ccccc1/C=N\n1cnnc1,0.44079712
ZINC_V8_4173,CC(C)[NH+](C[C@@H](C)O)C1C[C@H](C)O[C@@H](C)C1,0.44079706
ZINC_V8_26770,COC(=O)[C@](C)(Br)CBr,0.44079706
ZINC_V8_40388,CC[NH2+][C@@H]1CCCCC[C@@H]1C[NH+](C)CC(C)(C)O,0.44079706
ZINC_V8_34570,CC(C)CC[C@H](C)NC(=O)N(C)C[C@@H](C)O,0.44079706
ZINC_V8_16973,Cc1n[nH]c(C(=O)N(C)CC(=O)[O-])n1,0.44079703
ZINC_V8_2355,C[C@@]1(C(=O)[O-])CCCCCC[C@@H]1O,0.44079688
ZINC_V8_22635,CC[C@@H](CC(=O)NOCC(N)=O)C(C)C,0.44079688
ZINC_V8_32568,O=C([O-])[C@@H]1CC[C@]2(CC[NH2+]C2)C1,0.4407968
ZINC_V8_41557,Nc1c(Br)cc(C(=O)[O-])cc1Br,0.4407968
ZINC_V8_47181,CC(C)C1C[NH+](CCCOC2CC[NH2+]CC2)C1,0.44079673
ZINC_V8_20447,O=C([O-])[C@H]1CC1(c1ccccc1)c1ccccc1,0.4407967
ZINC_V8_46913,CCc1c(C)nn(C[C@H](CS)C(C)C)c1C,0.44079664
ZINC_V8_22820,CCN(CC)C(=O)[C@@H]1CCCCC[C@H]1[NH3+],0.4407966
ZINC_V8_29497,C=CC(=O)N(C)C1CCC([NH3+])CC1,0.4407966
ZINC_V8_47776,CC#CCOC(=O)[C@@H](SCC)C(C)C,0.4407966
ZINC_V8_15887,CSCCNC(=O)[C@@H]1CCCCC[C@@H]1[NH3+],0.4407966
ZINC_V8_33637,C[NH2+][C@H](C)CC12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,0.4407966
ZINC_V8_5470,Cc1ccc([C@@H](O)[C@@H]2CSCCS2)cc1,0.4407966
ZINC_V8_24711,CS(=O)(=O)CC[NH2+]C1CCCCCC1,0.44079655
ZINC_V8_44956,C=C(C)[C@@H]([NH3+])[C@@H]1CCC[C@H](C)C1,0.44079655
ZINC_V8_1593,CC1CCC(C#N)([C@H](O)C=O)CC1,0.44079652
ZINC_V8_25746,CCS(=O)(=O)N1C[C@H](C)C[C@H](C)C1,0.44079652
ZINC_V8_41345,OCc1ccnc(Br)c1,0.4407964
ZINC_V8_10077,CO[C@@H]1CCC[C@@H]([NH2+]C2C(C)(C)C2(C)C)C1,0.4407964
ZINC_V8_13944,N#CC(C#N)=C(SCc1ccccc1)SCc1ccccc1,0.4407964
ZINC_V8_19259,N#Cc1ccc2c(c1)OCCOCCOCCOc1ccc(C#N)cc1OCCOCCOCCO2,0.4407964
ZINC_V8_43526,C[NH2+]CC[C@H]1CCCC[NH+]1[C@@H]1CCCCC1(C)C,0.44079632
ZINC_V8_35943,CC(C)C(=O)NCCNC(=O)NCC(F)(F)F,0.44079632
ZINC_V8_27151,CCC[NH+](C)CCC1C[C@H]2CC[C@@H](C1)[NH2+]2,0.44079632
ZINC_V8_21537,N#CCCCCO[C@@H]1CCC[C@H]([NH3+])C1,0.44079632
ZINC_V8_3302,CCC[NH2+][C@@H]1CCC[C@H]1CC[NH+]1CCCC(C)(C)CC1,0.44079632
ZINC_V8_49758,CC(C)CCOCC[n+]1ccc(N(C)C)cc1,0.44079623
ZINC_V8_1645,CCC1CCC(C[NH2+][C@@H]2CCC[C@H]2[C@@H]2CCCC[NH2+]2)CC1,0.4407962
ZINC_V8_29021,CC[NH+](CC)CC[C@@H]1CCC[C@@H]1O,0.4407962
ZINC_V8_8907,CC[NH2+][C@H]1CC[C@H](OCC2CCCCC2)C1,0.4407962
ZINC_V8_12732,Cc1ccc([C@H](O)C(=O)c2ccc(N(C)C)cc2)cc1,0.44079614
ZINC_V8_35892,CC[C@@H](COC)Nn1cccc1,0.44079614
ZINC_V8_36995,CC1(C)CC[NH+](CCC[C@@](C)(O)C[NH3+])C1,0.44079614
ZINC_V8_20452,CCC(C(N)=O)(C(N)=O)c1ccc(C)cc1,0.4407961
ZINC_V8_32229,CC[C@](C)(C[NH3+])[C@@](C)(O)C(OC)OC,0.44079605
ZINC_V8_7494,Brc1nc(C[NH2+]C2CC2)cs1,0.44079605
ZINC_V8_31051,CC[C@@](C)([C@@H]([NH3+])CCC1CC1)[NH+]1CCCCC1,0.440796
ZINC_V8_2011,C[NH2+]C[C@H](C)[C@H](C)n1cccn1,0.440796
ZINC_V8_24244,CC[C@H](C)[NH2+]Cc1ccccc1,0.440796
ZINC_V8_41527,Cc1ccc([C@H](C)[NH2+][C@H](C)c2ccc(F)cc2)cc1,0.44079596
ZINC_V8_13223,C#CC[NH+](CC(=O)[O-])[C@H](C)[C@@H](C)O,0.44079596
ZINC_V8_40357,C[NH2+][C@@H]1CCC[C@H]1CCSc1nnnn1C1CC1,0.44079596
ZINC_V8_18619,CCC[NH+](CC1CC[NH2+]CC1)[C@@H]1CC[C@H](CC)C1,0.44079587
ZINC_V8_37846,CC(C)(C)[C@@H](CS)CN1CC[NH+](C(C)(C)C)CC1,0.44079587
ZINC_V8_29801,C[C@H]1[NH2+]CC[C@@H]1C(=O)N(C)CC[NH+]1CCCC1,0.44079587
ZINC_V8_38888,[NH3+]C1(C[C@H]2C[C@H]3CC[C@@H]2C3)CCCC1,0.44079587
ZINC_V8_30510,Nc1ccc(S(=O)(=O)[N-][N+](=O)[O-])cc1,0.4407958
ZINC_V8_42616,O=C(OC[C@@H]1CC[NH2+]C1)C1CCC1,0.4407958
ZINC_V8_21779,O=C([O-])C(=O)CC(=O)c1ccco1,0.44079578
ZINC_V8_6668,CCC[NH2+][C@H]1CC[NH+](C(CC)CC)[C@H](C)[C@@H]1C,0.44079578
ZINC_V8_3577,C[C@H](CC(=O)[O-])NC(=O)CS[C@H]1CCS(=O)(=O)C1,0.4407957
ZINC_V8_25725,Fc1nc(F)c(F)c(SC2CCOCC2)c1F,0.4407957
ZINC_V8_5183,CC1(C)C(C[NH2+][C@@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1(C)C,0.4407956
ZINC_V8_42614,C[C@@H]1[C@H]([NH3+])CC[C@@H]1SC[C@H](O)CO,0.44079554
ZINC_V8_2809,CC(C)[C@H]1CC[C@@H](C)C[C@H]1OC(=O)C=O,0.44079548
ZINC_V8_5411,C[C@@H]1C[C@H]1C[NH+](C)[C@@H]1CCCC(C)(C)[C@@H]1[NH3+],0.44079545
ZINC_V8_2000,O=C1c2ccccc2C(=O)N1N=Cc1ccc(/C=N/N2C(=O)c3ccccc3C2=O)cc1,0.4407954
ZINC_V8_6491,C[C@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)[O-],0.4407953
ZINC_V8_49368,c1ccc([C@H]2COC[C@@H]2c2ccccc2)cc1,0.4407953
ZINC_V8_25278,[NH3+][C@@]1(CO)CCC[C@H](SC2CCCCC2)C1,0.4407953
ZINC_V8_37472,COC(=O)[C@@H]1CN(C(C)=O)C[C@@H]1C,0.4407953
ZINC_V8_1817,CCCC[NH+]1CCC(NC(=O)C2CC=CC2)CC1,0.44079527
ZINC_V8_15448,CCNC(=O)N(C1CCCCC1)C1CCCCC1,0.44079527
ZINC_V8_1671,CC1(C)C[C@@H]1NC(=O)[C@@](C)(N)C(F)(F)F,0.4407952
ZINC_V8_24631,Oc1ccc(CSc2ccccc2O)cc1,0.44079518
ZINC_V8_28407,C[C@H](C(=O)[O-])n1c(=O)ssc1=O,0.44079518
ZINC_V8_14478,CC[C@H](C)[NH2+]Cc1ccc(SC)cc1,0.44079512
